,Week,Year,Gross,Gross_Diff,Pot_Gross,Potential_Gross_Percent,Average_Paid_Ticket,Top_Ticket,Seats_Sold,Total_Seats,Performances,Capacity,Capacity_Diff,Show_Name,,,,
14,5/4/2003,2003,"$264,171 ",$607 ,"$372,400 ",70.94%,$48.17 ,$65.00 ,5484,5920,8,92.60%,-0.90%,A Day In The Death Of Joe Egg,2003,,,
15,5/11/2003,2003,"$259,924 ","($4,247)","$372,400 ",69.80%,$48.41 ,$65.00 ,5369,5920,8,90.70%,-1.90%,A Day In The Death Of Joe Egg,2003,,,
16,5/18/2003,2003,"$276,314 ","$16,390 ","$372,400 ",74.20%,$47.74 ,$65.00 ,5788,5920,8,97.80%,7.10%,A Day In The Death Of Joe Egg,2003,,,
17,5/25/2003,2003,"$294,749 ","$18,435 ","$372,400 ",79.15%,$49.20 ,$65.00 ,5991,5920,8,101.20%,3.40%,A Day In The Death Of Joe Egg,2003,,,
18,6/1/2003,2003,"$279,463 ","($15,286)","$372,400 ",75.04%,$46.96 ,$65.00 ,5951,5920,8,100.50%,-0.70%,A Day In The Death Of Joe Egg,2003,,,
7,1/4/2015,2015,"$648,646 ","$8,054 ","$923,128 ",70.27%,$118.89 ,$323.00 ,5456,6416,8,85.00%,6.70%,A Delicate Balance,2015,,,
8,1/11/2015,2015,"$582,284 ","($66,362)","$894,328 ",65.11%,$123.73 ,$323.00 ,4706,6416,8,73.30%,-11.70%,A Delicate Balance,2015,,,
9,1/18/2015,2015,"$641,797 ","$59,513 ","$894,328 ",71.76%,$119.98 ,$323.00 ,5349,6416,8,83.40%,10.10%,A Delicate Balance,2015,,,
10,1/25/2015,2015,"$562,850 ","($78,947)","$894,328 ",62.94%,$113.91 ,$323.00 ,4941,6416,8,77.00%,-6.40%,A Delicate Balance,2015,,,
11,2/1/2015,2015,"$462,985 ","($99,865)","$894,328 ",51.77%,$107.95 ,$323.00 ,4289,6416,8,66.80%,-10.20%,A Delicate Balance,2015,,,
12,2/8/2015,2015,"$456,872 ","($6,113)","$894,328 ",51.09%,$103.20 ,$323.00 ,4427,6416,8,69.00%,2.20%,A Delicate Balance,2015,,,
13,2/15/2015,2015,"$491,763 ","$34,891 ","$894,328 ",54.99%,$102.47 ,$323.00 ,4799,6416,8,74.80%,5.80%,A Delicate Balance,2015,,,
14,2/22/2015,2015,"$432,887 ","($58,876)","$894,328 ",48.40%,$100.04 ,$323.00 ,4327,6416,8,67.40%,-7.40%,A Delicate Balance,2015,,,
7,3/30/1997,1997,"$94,514 ","$94,514 ",$0 ,,$29.34 ,$60.00 ,3221,6108,6,52.70%,0.00%,A Doll's House,1997,,,
8,4/6/1997,1997,"$184,425 ","$89,911 ",$0 ,,$35.87 ,$60.00 ,5141,7126,7,72.10%,72.10%,A Doll's House,1997,,,
9,4/13/1997,1997,"$249,651 ","$65,226 ",$0 ,,$39.32 ,$60.00 ,6349,7126,7,89.10%,17.00%,A Doll's House,1997,,,
10,4/20/1997,1997,"$244,467 ","($5,184)",$0 ,,$39.42 ,$60.00 ,6202,7126,7,87.00%,-2.10%,A Doll's House,1997,,,
11,4/27/1997,1997,"$291,468 ","$47,001 ",$0 ,,$42.40 ,$60.00 ,6875,7126,7,96.50%,9.50%,A Doll's House,1997,,,
12,5/4/1997,1997,"$279,209 ","($12,259)",$0 ,,$43.78 ,$60.00 ,6378,7126,7,89.50%,-7.00%,A Doll's House,1997,,,
13,5/11/1997,1997,"$285,937 ","$6,728 ",$0 ,,$44.18 ,$60.00 ,6472,7126,7,90.80%,1.30%,A Doll's House,1997,,,
14,5/18/1997,1997,"$305,013 ","$19,076 ",$0 ,,$48.38 ,$60.00 ,6305,7126,7,88.50%,-2.30%,A Doll's House,1997,,,
15,5/25/1997,1997,"$295,689 ","($9,324)",$0 ,,$48.18 ,$60.00 ,6137,7126,7,86.10%,-2.40%,A Doll's House,1997,,,
16,6/1/1997,1997,"$286,050 ","($9,639)",$0 ,,$46.99 ,$60.00 ,6088,7126,7,85.40%,-0.70%,A Doll's House,1997,,,
17,6/8/1997,1997,"$320,338 ","$34,288 ","$335,385 ",95.51%,$48.52 ,$60.00 ,6602,7126,7,92.60%,7.20%,A Doll's House,1997,,,
18,6/15/1997,1997,"$323,256 ","$2,918 ","$335,385 ",96.38%,$47.27 ,$60.00 ,6839,7126,7,96.00%,3.40%,A Doll's House,1997,,,
19,6/22/1997,1997,"$337,174 ","$13,918 ","$335,385 ",100.53%,$47.61 ,$60.00 ,7082,7126,7,99.40%,3.40%,A Doll's House,1997,,,
20,6/29/1997,1997,"$333,029 ","($4,145)","$335,385 ",99.30%,$48.30 ,$60.00 ,6895,7126,7,96.80%,-2.60%,A Doll's House,1997,,,
21,7/6/1997,1997,"$307,892 ","($25,137)","$335,385 ",91.80%,$46.88 ,$60.00 ,6568,7126,7,92.20%,-4.60%,A Doll's House,1997,,,
22,7/13/1997,1997,"$317,142 ","$9,250 ","$335,385 ",94.56%,$48.10 ,$60.00 ,6593,7126,7,92.50%,0.30%,A Doll's House,1997,,,
23,7/20/1997,1997,"$307,659 ","($9,483)","$335,385 ",91.73%,$48.18 ,$60.00 ,6385,7126,7,89.60%,-2.90%,A Doll's House,1997,,,
24,7/27/1997,1997,"$319,840 ","$12,181 ","$335,385 ",95.37%,$48.48 ,$60.00 ,6598,7126,7,92.60%,3.00%,A Doll's House,1997,,,
25,8/3/1997,1997,"$159,506 ","($160,334)","$191,648 ",83.23%,$45.61 ,$60.00 ,3497,4072,4,85.90%,-6.70%,A Doll's House,1997,,,
26,8/10/1997,1997,"$269,187 ","$109,681 ","$335,385 ",80.26%,$47.14 ,$60.00 ,5710,7126,7,80.10%,-5.80%,A Doll's House,1997,,,
27,8/17/1997,1997,"$295,590 ","$26,403 ","$335,385 ",88.13%,$44.01 ,$60.00 ,6717,7126,7,94.30%,14.20%,A Doll's House,1997,,,
28,8/24/1997,1997,"$310,990 ","$15,400 ","$335,385 ",92.73%,$44.25 ,$60.00 ,7028,7126,7,98.60%,4.30%,A Doll's House,1997,,,
29,8/31/1997,1997,"$377,950 ","$66,960 ","$383,297 ",98.61%,$45.50 ,$60.00 ,8307,8144,8,102.00%,3.40%,A Doll's House,1997,,,
7,4/2/2017,2017,"$85,982 ","$85,982 ","$471,835 ",18.22%,$30.03 ,$273.00 ,2863,3875,5,73.90%,0.00%,A Doll's House Part 2,2017,,,
8,4/9/2017,2017,"$106,139 ","$20,157 ","$746,816 ",14.21%,$23.18 ,$273.00 ,4578,6200,8,73.80%,73.80%,A Doll's House Part 2,2017,,,
9,4/16/2017,2017,"$90,503 ","($15,636)","$657,089 ",13.77%,$23.99 ,$273.00 ,3772,5425,7,69.50%,-4.30%,A Doll's House Part 2,2017,,,
10,4/23/2017,2017,"$111,084 ","$20,581 ","$651,289 ",17.06%,$24.77 ,$273.00 ,4484,5425,7,82.70%,13.20%,A Doll's House Part 2,2017,,,
11,4/30/2017,2017,"$144,520 ","$33,436 ","$741,016 ",19.50%,$26.02 ,$273.00 ,5554,6200,8,89.60%,6.90%,A Doll's House Part 2,2017,,,
12,5/7/2017,2017,"$276,160 ","$131,640 ","$741,016 ",37.27%,$53.24 ,$273.00 ,5187,6200,8,83.70%,-5.90%,A Doll's House Part 2,2017,,,
13,5/14/2017,2017,"$303,665 ","$27,505 ","$721,304 ",42.10%,$54.12 ,$273.00 ,5611,6200,8,90.50%,6.80%,A Doll's House Part 2,2017,,,
14,5/21/2017,2017,"$325,010 ","$21,345 ","$633,761 ",51.28%,$63.64 ,$273.00 ,5107,5425,7,94.10%,3.60%,A Doll's House Part 2,2017,,,
15,5/28/2017,2017,"$419,689 ","$94,679 ","$721,304 ",58.18%,$68.99 ,$297.00 ,6083,6200,8,98.10%,4.00%,A Doll's House Part 2,2017,,,
16,6/4/2017,2017,"$452,694 ","$33,005 ","$721,304 ",62.76%,$76.82 ,$297.00 ,5893,6200,8,95.00%,-3.10%,A Doll's House Part 2,2017,,,
17,6/11/2017,2017,"$533,186 ","$80,492 ","$721,304 ",73.92%,$86.98 ,$297.00 ,6130,6200,8,98.90%,3.90%,A Doll's House Part 2,2017,,,
18,6/18/2017,2017,"$530,698 ","($2,488)","$721,304 ",73.57%,$90.92 ,$297.00 ,5837,6200,8,94.10%,-4.80%,A Doll's House Part 2,2017,,,
19,6/25/2017,2017,"$504,782 ","($25,916)","$721,304 ",69.98%,$88.54 ,$297.00 ,5701,6200,8,92.00%,-2.10%,A Doll's House Part 2,2017,,,
20,7/2/2017,2017,"$476,124 ","($28,658)","$721,304 ",66.01%,$85.80 ,$297.00 ,5549,6200,8,89.50%,-2.50%,A Doll's House Part 2,2017,,,
21,7/9/2017,2017,"$450,676 ","($25,448)","$721,304 ",62.48%,$81.47 ,$297.00 ,5532,6200,8,89.20%,-0.30%,A Doll's House Part 2,2017,,,
22,7/16/2017,2017,"$557,757 ","$107,081 ","$721,304 ",77.33%,$95.69 ,$297.00 ,5829,6200,8,94.00%,4.80%,A Doll's House Part 2,2017,,,
23,7/23/2017,2017,"$646,910 ","$89,153 ","$721,304 ",89.69%,$105.19 ,$297.00 ,6150,6200,8,99.20%,5.20%,A Doll's House Part 2,2017,,,
24,7/30/2017,2017,"$284,682 ","($362,228)","$721,304 ",39.47%,$55.14 ,$297.00 ,5163,6200,8,83.30%,-15.90%,A Doll's House Part 2,2017,,,
25,8/6/2017,2017,"$232,352 ","($52,330)","$702,872 ",33.06%,$53.82 ,$273.00 ,4317,6200,8,69.60%,-13.70%,A Doll's House Part 2,2017,,,
26,8/13/2017,2017,"$233,522 ","$1,170 ","$702,872 ",33.22%,$48.94 ,$273.00 ,4772,6200,8,77.00%,7.40%,A Doll's House Part 2,2017,,,
27,8/20/2017,2017,"$192,023 ","($41,499)","$702,872 ",27.32%,$53.15 ,$273.00 ,3613,6200,8,58.30%,-18.70%,A Doll's House Part 2,2017,,,
28,8/27/2017,2017,"$198,211 ","$6,188 ","$702,872 ",28.20%,$51.93 ,$273.00 ,3817,6200,8,61.60%,3.30%,A Doll's House Part 2,2017,,,
29,9/3/2017,2017,"$253,624 ","$55,413 ","$702,872 ",36.08%,$60.75 ,$273.00 ,4175,6200,8,67.30%,5.70%,A Doll's House Part 2,2017,,,
30,9/10/2017,2017,"$258,968 ","$5,344 ","$707,392 ",36.61%,$71.62 ,$273.00 ,3616,6200,8,58.30%,-9.00%,A Doll's House Part 2,2017,,,
31,9/17/2017,2017,"$303,106 ","$44,138 ","$707,392 ",42.85%,$75.14 ,$273.00 ,4034,6200,8,65.10%,6.80%,A Doll's House Part 2,2017,,,
32,9/24/2017,2017,"$332,574 ","$29,468 ","$702,872 ",47.32%,$71.94 ,$273.00 ,4623,6200,8,74.60%,9.50%,A Doll's House Part 2,2017,,,
7,1/6/1991,1991,"$100,988 ","($48,967)",$0 ,,$0.00 ,$0.00 ,4655,0,8,0.00%,0.00%,A Few Good Men,1991,,,
8,1/13/1991,1991,"$90,548 ","($10,440)",$0 ,,$0.00 ,$0.00 ,4468,0,8,0.00%,0.00%,A Few Good Men,1991,,,
9,1/20/1991,1991,"$99,356 ","$8,808 ",$0 ,,$0.00 ,$0.00 ,4700,0,8,0.00%,0.00%,A Few Good Men,1991,,,
10,1/27/1991,1991,"$114,792 ","$15,436 ",$0 ,,$0.00 ,$0.00 ,4840,0,8,0.00%,0.00%,A Few Good Men,1991,,,
7,1/2/2011,2011,"$236,459 ","$92,609 ","$880,750 ",26.85%,$53.02 ,$115.00 ,4460,8344,8,53.50%,9.90%,A Free Man Of Color,2011,,,
8,1/9/2011,2011,"$286,415 ","$49,956 ","$880,750 ",32.52%,$52.22 ,$115.00 ,5485,8344,8,65.70%,12.20%,A Free Man Of Color,2011,,,
7,1/4/1998,1998,"$428,654 ","$17,249 ","$623,630 ",68.74%,$46.03 ,$70.00 ,9313,12936,8,72.00%,3.40%,A Funny Thing Happened On The Way To The Forum,1998,,,
7,1/3/2016,2016,"$764,181 ","$225,599 ","$1,180,359 ",64.74%,$95.88 ,$327.00 ,7970,8163,9,97.60%,11.80%,A Gentleman's Guide To Love And Murder,2016,,,
8,1/10/2016,2016,"$584,067 ","($180,114)","$958,928 ",60.91%,$88.20 ,$327.00 ,6622,7256,8,91.30%,-6.30%,A Gentleman's Guide To Love And Murder,2016,,,
9,1/17/2016,2016,"$677,178 ","$93,111 ","$958,928 ",70.62%,$94.30 ,$327.00 ,7181,7256,8,99.00%,7.70%,A Gentleman's Guide To Love And Murder,2016,,,
7,1/2/1994,1994,"$65,319 ","$27,736 ",$0 ,,$0.00 ,$0.00 ,3465,0,8,0.00%,0.00%,A Grand Night For Singing,1994,,,
7,9/26/2010,2010,"$344,287 ","$344,287 ","$994,752 ",34.61%,$59.27 ,$250.00 ,5809,8568,8,67.80%,0.00%,A Life In The Theatre,2010,,,
8,10/3/2010,2010,"$310,430 ","($33,857)","$994,752 ",31.21%,$51.29 ,$250.00 ,6053,8568,8,70.60%,70.60%,A Life In The Theatre,2010,,,
9,10/10/2010,2010,"$330,544 ","$20,114 ","$994,752 ",33.23%,$50.18 ,$250.00 ,6587,8568,8,76.90%,6.30%,A Life In The Theatre,2010,,,
10,10/17/2010,2010,"$268,568 ","($61,976)","$994,752 ",27.00%,$47.80 ,$250.00 ,5619,8568,8,65.60%,-11.30%,A Life In The Theatre,2010,,,
11,10/24/2010,2010,"$255,749 ","($12,819)","$994,752 ",25.71%,$64.13 ,$250.00 ,3988,8568,8,46.50%,-19.10%,A Life In The Theatre,2010,,,
12,10/31/2010,2010,"$218,150 ","($37,599)","$994,752 ",21.93%,$64.73 ,$250.00 ,3370,8568,8,39.30%,-7.20%,A Life In The Theatre,2010,,,
13,11/7/2010,2010,"$187,480 ","($30,670)","$951,840 ",19.70%,$66.29 ,$250.00 ,2828,8568,8,33.00%,-6.30%,A Life In The Theatre,2010,,,
14,11/14/2010,2010,"$206,017 ","$18,537 ","$951,840 ",21.64%,$64.70 ,$250.00 ,3184,8568,8,37.20%,4.20%,A Life In The Theatre,2010,,,
15,11/21/2010,2010,"$213,364 ","$7,347 ","$951,840 ",22.42%,$55.22 ,$250.00 ,3864,8568,8,45.10%,7.90%,A Life In The Theatre,2010,,,
16,11/28/2010,2010,"$249,156 ","$35,792 ","$951,840 ",26.18%,$55.76 ,$250.00 ,4468,8568,8,52.10%,7.00%,A Life In The Theatre,2010,,,
7,1/19/1992,1992,"$157,130 ","$157,130 ",$0 ,,$0.00 ,$0.00 ,6452,0,8,0.00%,0.00%,A Little Hotel On The Side,1992,,,
8,1/26/1992,1992,"$158,395 ","$1,265 ",$0 ,,$0.00 ,$0.00 ,6865,0,8,0.00%,0.00%,A Little Hotel On The Side,1992,,,
9,2/2/1992,1992,"$183,168 ","$24,773 ",$0 ,,$0.00 ,$0.00 ,7798,0,8,0.00%,0.00%,A Little Hotel On The Side,1992,,,
10,2/9/1992,1992,"$170,109 ","($13,059)",$0 ,,$0.00 ,$0.00 ,7209,0,8,0.00%,0.00%,A Little Hotel On The Side,1992,,,
11,2/16/1992,1992,"$172,486 ","$2,377 ",$0 ,,$0.00 ,$0.00 ,6857,0,8,0.00%,0.00%,A Little Hotel On The Side,1992,,,
12,2/23/1992,1992,"$173,879 ","$1,393 ",$0 ,,$0.00 ,$0.00 ,7053,0,8,0.00%,0.00%,A Little Hotel On The Side,1992,,,
13,3/1/1992,1992,"$163,295 ","($10,584)",$0 ,,$0.00 ,$0.00 ,6575,0,8,0.00%,0.00%,A Little Hotel On The Side,1992,,,
7,10/19/1986,1986,"$20,000 ","$20,000 ",$0 ,,$0.00 ,$0.00 ,2000,0,4,0.00%,0.00%,A Little Like Magic,1986,,,
8,10/26/1986,1986,"$35,000 ","$15,000 ",$0 ,,$0.00 ,$0.00 ,2000,0,8,0.00%,0.00%,A Little Like Magic,1986,,,
9,11/2/1986,1986,"$35,000 ",$0 ,$0 ,,$0.00 ,$0.00 ,2500,0,8,0.00%,0.00%,A Little Like Magic,1986,,,
10,11/9/1986,1986,"$35,000 ",$0 ,$0 ,,$0.00 ,$0.00 ,2500,0,8,0.00%,0.00%,A Little Like Magic,1986,,,
11,11/16/1986,1986,"$35,000 ",$0 ,$0 ,,$0.00 ,$0.00 ,3000,0,8,0.00%,0.00%,A Little Like Magic,1986,,,
12,11/23/1986,1986,"$35,000 ",$0 ,$0 ,,$0.00 ,$0.00 ,3000,0,8,0.00%,0.00%,A Little Like Magic,1986,,,
13,11/30/1986,1986,"$35,000 ",$0 ,$0 ,,$0.00 ,$0.00 ,3000,0,8,0.00%,0.00%,A Little Like Magic,1986,,,
14,12/7/1986,1986,"$35,000 ",$0 ,$0 ,,$0.00 ,$0.00 ,3000,0,8,0.00%,0.00%,A Little Like Magic,1986,,,
7,3/20/1994,1994,"$42,000 ","$42,000 ","$127,793 ",32.87%,$0.00 ,$40.00 ,1999,6060,6,33.00%,0.00%,A Little More Magic,1994,,,
8,3/27/1994,1994,"$58,000 ","$16,000 ","$127,793 ",45.39%,$0.00 ,$40.00 ,2665,8080,8,33.00%,33.00%,A Little More Magic,1994,,,
9,4/3/1994,1994,"$60,000 ","$2,000 ","$127,793 ",46.95%,$0.00 ,$40.00 ,3232,8080,8,40.00%,7.00%,A Little More Magic,1994,,,
7,1/2/2011,2011,"$627,556 ","$174,772 ","$877,710 ",71.50%,$94.48 ,$297.00 ,6642,7448,8,89.20%,19.60%,A Little Night Music,2011,,,
8,1/9/2011,2011,"$737,852 ","$110,296 ","$877,710 ",84.07%,$100.18 ,$297.00 ,7365,7448,8,98.90%,9.70%,A Little Night Music,2011,,,
7,9/14/2008,2008,"$141,040 ","$141,040 ","$336,819 ",41.87%,$50.30 ,$111.50 ,2804,3700,5,75.80%,0.00%,A Man For All Seasons,2008,,,
8,9/21/2008,2008,"$259,116 ","$118,076 ","$540,391 ",47.95%,$53.98 ,$111.50 ,4800,5920,8,81.10%,81.10%,A Man For All Seasons,2008,,,
9,9/28/2008,2008,"$273,002 ","$13,886 ","$540,391 ",50.52%,$54.21 ,$111.50 ,5036,5920,8,85.10%,4.00%,A Man For All Seasons,2008,,,
10,10/5/2008,2008,"$271,879 ","($1,123)","$540,391 ",50.31%,$54.58 ,$111.50 ,4981,5920,8,84.10%,-1.00%,A Man For All Seasons,2008,,,
11,10/12/2008,2008,"$259,591 ","($12,288)","$540,391 ",48.04%,$57.32 ,$111.50 ,4529,5920,8,76.50%,-7.60%,A Man For All Seasons,2008,,,
12,10/19/2008,2008,"$217,909 ","($41,682)","$405,293 ",53.77%,$58.77 ,$111.50 ,3708,4440,6,83.50%,7.00%,A Man For All Seasons,2008,,,
13,10/26/2008,2008,"$291,182 ","$73,273 ","$540,391 ",53.88%,$56.39 ,$111.50 ,5164,5920,8,87.20%,3.70%,A Man For All Seasons,2008,,,
14,11/2/2008,2008,"$245,898 ","($45,284)","$538,857 ",45.63%,$53.97 ,$111.50 ,4556,5904,8,77.20%,-10.00%,A Man For All Seasons,2008,,,
15,11/9/2008,2008,"$288,148 ","$42,250 ","$538,857 ",53.47%,$55.39 ,$111.50 ,5202,5904,8,88.10%,10.90%,A Man For All Seasons,2008,,,
16,11/16/2008,2008,"$223,099 ","($65,049)","$405,293 ",55.05%,$55.79 ,$111.50 ,3999,4428,6,90.30%,2.20%,A Man For All Seasons,2008,,,
17,11/23/2008,2008,"$251,202 ","$28,103 ","$471,292 ",53.30%,$54.49 ,$111.50 ,4610,5166,7,89.20%,-1.10%,A Man For All Seasons,2008,,,
18,11/30/2008,2008,"$259,823 ","$8,621 ","$471,292 ",55.13%,$58.49 ,$111.50 ,4442,5166,7,86.00%,-3.20%,A Man For All Seasons,2008,,,
19,12/7/2008,2008,"$332,578 ","$72,755 ","$540,391 ",61.54%,$59.17 ,$111.50 ,5621,5920,8,94.90%,8.90%,A Man For All Seasons,2008,,,
20,12/14/2008,2008,"$297,729 ","($34,849)","$472,842 ",62.97%,$59.80 ,$111.50 ,4979,5180,7,96.10%,1.20%,A Man For All Seasons,2008,,,
7,3/24/1996,1996,"$252,870 ","$252,870 ","$593,349 ",42.62%,$38.03 ,$65.00 ,6649,8688,6,76.50%,0.00%,A Midsummer Night's Dream,1996,,,
8,3/31/1996,1996,"$239,596 ","($13,274)","$593,349 ",40.38%,$30.68 ,$65.00 ,7810,11584,8,67.40%,67.40%,A Midsummer Night's Dream,1996,,,
9,4/7/1996,1996,"$287,747 ","$48,151 ","$593,349 ",48.50%,$42.24 ,$65.00 ,6813,11584,8,58.80%,-8.60%,A Midsummer Night's Dream,1996,,,
10,4/14/1996,1996,"$346,094 ","$58,347 ","$593,349 ",58.33%,$46.79 ,$65.00 ,7396,11584,8,63.80%,5.00%,A Midsummer Night's Dream,1996,,,
11,4/21/1996,1996,"$309,387 ","($36,707)","$593,349 ",52.14%,$47.63 ,$65.00 ,6496,11584,8,56.10%,-7.70%,A Midsummer Night's Dream,1996,,,
12,4/28/1996,1996,"$276,763 ","($32,624)","$593,349 ",46.64%,$46.62 ,$65.00 ,5936,11584,8,51.20%,-4.90%,A Midsummer Night's Dream,1996,,,
13,5/5/1996,1996,"$239,147 ","($37,616)","$593,349 ",40.30%,$40.60 ,$65.00 ,5891,11584,8,50.90%,-0.30%,A Midsummer Night's Dream,1996,,,
14,5/12/1996,1996,"$255,054 ","$15,907 ","$593,349 ",42.99%,$38.60 ,$65.00 ,6608,11584,8,57.00%,6.10%,A Midsummer Night's Dream,1996,,,
15,5/19/1996,1996,"$254,566 ",($488),"$593,349 ",42.90%,$39.63 ,$65.00 ,6424,11584,8,55.50%,-1.50%,A Midsummer Night's Dream,1996,,,
16,5/26/1996,1996,"$270,030 ","$15,464 ","$593,349 ",45.51%,$34.59 ,$65.00 ,7807,11584,8,67.40%,11.90%,A Midsummer Night's Dream,1996,,,
7,10/25/1998,1998,"$1,648 ","$1,648 ","$31,671 ",5.20%,$21.97 ,$40.00 ,75,1004,1,7.50%,0.00%,A Mom's Life,1998,,,
8,11/1/1998,1998,"$3,822 ","$2,174 ","$31,671 ",12.07%,$28.52 ,$40.00 ,134,1004,1,13.30%,13.30%,A Mom's Life,1998,,,
9,11/8/1998,1998,"$6,153 ","$2,331 ","$31,671 ",19.43%,$26.18 ,$40.00 ,235,1004,1,23.40%,10.10%,A Mom's Life,1998,,,
7,4/9/1995,1995,"$133,766 ","$133,766 ",$0 ,,$0.00 ,$0.00 ,3916,0,8,0.00%,0.00%,A Month In The Country,1995,,,
8,4/16/1995,1995,"$134,397 ",$631 ,$0 ,,$0.00 ,$0.00 ,3874,0,8,0.00%,0.00%,A Month In The Country,1995,,,
9,4/23/1995,1995,"$126,258 ","($8,139)",$0 ,,$0.00 ,$0.00 ,3586,0,8,0.00%,0.00%,A Month In The Country,1995,,,
10,4/30/1995,1995,"$129,035 ","$2,777 ",$0 ,,$0.00 ,$0.00 ,3752,0,8,0.00%,0.00%,A Month In The Country,1995,,,
11,5/7/1995,1995,"$138,297 ","$9,262 ",$0 ,,$0.00 ,$0.00 ,3957,0,8,0.00%,0.00%,A Month In The Country,1995,,,
12,5/14/1995,1995,"$133,626 ","($4,671)",$0 ,,$0.00 ,$0.00 ,3824,0,8,0.00%,0.00%,A Month In The Country,1995,,,
13,5/21/1995,1995,"$141,259 ","$7,633 ",$0 ,,$0.00 ,$0.00 ,3989,0,8,0.00%,0.00%,A Month In The Country,1995,,,
14,5/28/1995,1995,"$149,739 ","$8,480 ",$0 ,,$0.00 ,$0.00 ,3990,0,8,0.00%,0.00%,A Month In The Country,1995,,,
15,6/4/1995,1995,"$156,955 ","$7,216 ","$199,600 ",78.63%,$0.00 ,$55.00 ,3992,3992,8,100.00%,100.00%,A Month In The Country,1995,,,
16,6/11/1995,1995,"$164,039 ","$7,084 ","$199,600 ",82.18%,$0.00 ,$55.00 ,3489,3493,7,99.90%,-0.10%,A Month In The Country,1995,,,
7,4/5/1987,1987,"$35,612 ","$35,612 ",$0 ,,$0.00 ,$0.00 ,2690,0,7,0.00%,0.00%,A Month Of Sundays,1987,,,
8,4/12/1987,1987,"$45,645 ","$10,033 ",$0 ,,$0.00 ,$0.00 ,2701,0,8,0.00%,0.00%,A Month Of Sundays,1987,,,
9,4/19/1987,1987,"$51,164 ","$5,519 ",$0 ,,$0.00 ,$0.00 ,2471,0,8,0.00%,0.00%,A Month Of Sundays,1987,,,
7,4/1/2007,2007,"$400,224 ","$400,224 ","$433,545 ",92.31%,$88.94 ,$251.50 ,4500,5165,5,87.10%,0.00%,A Moon For The Misbegotten,2007,,,
8,4/8/2007,2007,"$577,296 ","$177,072 ","$707,182 ",81.63%,$72.05 ,$251.50 ,8012,8272,8,96.90%,96.90%,A Moon For The Misbegotten,2007,,,
9,4/15/2007,2007,"$572,013 ","($5,283)","$707,182 ",80.89%,$71.83 ,$251.50 ,7963,8272,8,96.30%,-0.60%,A Moon For The Misbegotten,2007,,,
10,4/22/2007,2007,"$524,353 ","($47,660)","$618,784 ",84.74%,$77.41 ,$251.50 ,6774,7238,7,93.60%,-2.70%,A Moon For The Misbegotten,2007,,,
11,4/29/2007,2007,"$609,148 ","$84,795 ","$707,182 ",86.14%,$82.60 ,$251.50 ,7375,8272,8,89.20%,-4.40%,A Moon For The Misbegotten,2007,,,
12,5/6/2007,2007,"$532,707 ","($76,441)","$707,182 ",75.33%,$78.29 ,$251.50 ,6804,8272,8,82.30%,-6.90%,A Moon For The Misbegotten,2007,,,
13,5/13/2007,2007,"$549,417 ","$16,710 ","$707,182 ",77.69%,$74.68 ,$251.50 ,7357,8272,8,88.90%,6.60%,A Moon For The Misbegotten,2007,,,
14,5/20/2007,2007,"$578,961 ","$29,544 ","$707,182 ",81.87%,$73.70 ,$251.50 ,7856,8272,8,95.00%,6.10%,A Moon For The Misbegotten,2007,,,
15,5/27/2007,2007,"$516,113 ","($62,848)","$707,182 ",72.98%,$70.47 ,$251.50 ,7324,8272,8,88.50%,-6.50%,A Moon For The Misbegotten,2007,,,
16,6/3/2007,2007,"$483,420 ","($32,693)","$707,182 ",68.36%,$70.28 ,$251.50 ,6878,8272,8,83.10%,-5.40%,A Moon For The Misbegotten,2007,,,
17,6/10/2007,2007,"$568,936 ","$85,516 ","$707,182 ",80.45%,$70.91 ,$251.50 ,8023,8272,8,97.00%,13.90%,A Moon For The Misbegotten,2007,,,
7,3/12/2000,2000,"$213,910 ","$213,910 ","$444,168 ",48.16%,$39.58 ,$70.00 ,5405,7488,8,72.20%,0.00%,A Moon For The Misbegotten 2000,2000,,,
8,3/19/2000,2000,"$225,309 ","$11,399 ","$444,168 ",50.73%,$45.54 ,$70.00 ,4947,7488,8,66.10%,66.10%,A Moon For The Misbegotten 2000,2000,,,
9,3/26/2000,2000,"$301,856 ","$76,547 ","$444,168 ",67.96%,$49.26 ,$70.00 ,6128,7488,8,81.80%,15.70%,A Moon For The Misbegotten 2000,2000,,,
10,4/2/2000,2000,"$318,418 ","$16,562 ","$444,168 ",71.69%,$46.26 ,$70.00 ,6883,7488,8,91.90%,10.10%,A Moon For The Misbegotten 2000,2000,,,
11,4/9/2000,2000,"$349,619 ","$31,201 ","$444,168 ",78.71%,$56.04 ,$70.00 ,6239,7488,8,83.30%,-8.60%,A Moon For The Misbegotten 2000,2000,,,
12,4/16/2000,2000,"$341,308 ","($8,311)","$444,168 ",76.84%,$56.22 ,$70.00 ,6071,7488,8,81.10%,-2.20%,A Moon For The Misbegotten 2000,2000,,,
13,4/23/2000,2000,"$302,392 ","($38,916)","$444,168 ",68.08%,$56.20 ,$70.00 ,5381,6552,7,82.10%,1.00%,A Moon For The Misbegotten 2000,2000,,,
14,4/30/2000,2000,"$363,708 ","$61,316 ","$444,168 ",81.89%,$56.13 ,$70.00 ,6480,7488,8,86.50%,4.40%,A Moon For The Misbegotten 2000,2000,,,
